Code commune;Libellé des communes;Typo degré de densité;Région;Population municipale 2010;Part population dense (1);Part population intermédiaire (2);Part population peu dense (3);Part population très peu dense (4)
67116;Ebersmunster;3;44;465;0,00 %;0,00 %;98,97 %;1,03 %
67117;Eckartswiller;3;44;450;0,00 %;91,16 %;5,90 %;2,94 %
67118;Eckbolsheim;1;44;6 421;72,13 %;27,85 %;0,00 %;0,02 %
67119;Eckwersheim;2;44;1 406;0,00 %;88,46 %;10,29 %;1,25 %
67120;Eichhoffen;2;44;561;0,00 %;57,58 %;36,91 %;5,52 %
67121;Elsenheim;3;44;817;0,00 %;0,00 %;97,55 %;2,45 %
67122;Wangenbourg-Engenthal;3;44;1 369;0,00 %;0,00 %;89,16 %;10,84 %
67123;Engwiller;3;44;470;0,00 %;0,00 %;99,15 %;0,85 %
67124;Entzheim;3;44;1 752;0,00 %;0,00 %;100,00 %;0,00 %
67125;Epfig;3;44;2 168;0,00 %;0,00 %;99,82 %;0,18 %
67126;Erckartswiller;4;44;297;0,00 %;0,00 %;0,00 %;100,00 %
67127;Ergersheim;2;44;1 169;0,00 %;92,38 %;0,42 %;7,20 %
67128;Ernolsheim-Bruche;2;44;1 660;0,00 %;91,30 %;7,45 %;1,25 %
67129;Ernolsheim-lès-Saverne;3;44;600;0,00 %;0,00 %;99,96 %;0,04 %
67130;Erstein;2;44;10 791;0,00 %;85,84 %;13,42 %;0,73 %
67131;Eschau;2;44;4 776;0,00 %;92,15 %;7,57 %;0,28 %
67132;Eschbach;3;44;930;0,00 %;0,00 %;100,00 %;0,00 %
67133;Eschbourg;3;44;493;0,00 %;0,00 %;94,72 %;5,28 %
67134;Eschwiller;4;44;180;0,00 %;0,00 %;0,00 %;100,00 %
67135;Ettendorf;3;44;815;0,00 %;0,00 %;100,00 %;0,00 %
67136;Eywiller;4;44;268;0,00 %;0,00 %;0,00 %;100,00 %
67137;Fegersheim;2;44;5 367;0,00 %;99,52 %;0,05 %;0,43 %
67138;Fessenheim-le-Bas;2;44;521;0,00 %;92,49 %;0,09 %;7,41 %
67139;Flexbourg;3;44;479;0,00 %;0,00 %;98,42 %;1,58 %
67140;Forstfeld;3;44;725;0,00 %;0,00 %;97,98 %;2,02 %
67141;Forstheim;3;44;567;0,00 %;0,00 %;100,00 %;0,00 %
67142;Fort-Louis;4;44;329;0,00 %;0,00 %;0,00 %;100,00 %
67143;Fouchy;3;44;660;0,00 %;0,00 %;97,45 %;2,55 %
67144;Fouday;3;44;371;0,00 %;0,00 %;93,88 %;6,12 %
67145;Friedolsheim;4;44;245;0,00 %;0,00 %;0,00 %;100,00 %
67146;Friesenheim;3;44;637;0,00 %;0,00 %;66,54 %;33,46 %
67147;Froeschwiller;3;44;535;0,00 %;0,00 %;94,52 %;5,48 %
67148;Frohmuhl;4;44;185;0,00 %;0,00 %;0,00 %;100,00 %
67149;Furchhausen;3;44;395;0,00 %;0,00 %;100,00 %;0,00 %
67150;Furdenheim;3;44;1 230;0,00 %;0,00 %;98,90 %;1,10 %
67151;Gambsheim;2;44;4 569;0,00 %;99,26 %;0,00 %;0,74 %
67152;Geispolsheim;3;44;7 074;1,61 %;44,11 %;53,65 %;0,63 %
67153;Geiswiller;4;44;198;0,00 %;0,00 %;0,00 %;100,00 %
67154;Gerstheim;3;44;3 233;0,00 %;0,00 %;99,06 %;0,94 %
67155;Gertwiller;2;44;1 039;0,00 %;77,17 %;22,83 %;0,00 %
67156;Geudertheim;3;44;2 323;0,00 %;0,00 %;99,77 %;0,23 %
67159;Goerlingen;3;44;255;0,00 %;0,00 %;100,00 %;0,00 %
67160;Goersdorf;3;44;1 142;0,00 %;0,00 %;96,28 %;3,72 %
67161;Gottenhouse;2;44;382;0,00 %;94,54 %;5,46 %;0,00 %
67162;Gottesheim;3;44;345;0,00 %;0,00 %;100,00 %;0,00 %
67163;Gougenheim;3;44;557;0,00 %;0,00 %;100,00 %;0,00 %
67164;Goxwiller;3;44;822;0,00 %;0,00 %;100,00 %;0,00 %
67165;Grandfontaine;3;44;401;0,00 %;0,00 %;70,99 %;29,01 %
67166;Grassendorf;3;44;203;0,00 %;0,00 %;100,00 %;0,00 %
67167;Grendelbruch;3;44;1 258;0,00 %;0,00 %;92,89 %;7,11 %
67168;Gresswiller;2;44;1 538;0,00 %;86,89 %;11,98 %;1,14 %
67169;Gries;3;44;2 759;0,00 %;0,00 %;99,33 %;0,67 %
67172;Griesheim-près-Molsheim;3;44;2 036;0,00 %;0,00 %;99,23 %;0,77 %
67173;Griesheim-sur-Souffel;2;44;1 150;0,00 %;88,58 %;11,05 %;0,37 %
67174;Gumbrechtshoffen;2;44;1 191;0,00 %;68,18 %;31,52 %;0,30 %
67176;Gundershoffen;2;44;3 525;0,00 %;87,71 %;11,54 %;0,76 %
67177;Gunstett;3;44;698;0,00 %;0,00 %;98,26 %;1,74 %
67178;Gungwiller;3;44;278;0,00 %;0,00 %;100,00 %;0,00 %
67179;Haegen;3;44;633;0,00 %;54,47 %;34,65 %;10,88 %
67180;Haguenau;2;44;34 280;0,00 %;95,37 %;3,97 %;0,66 %
67181;Handschuheim;3;44;297;0,00 %;0,00 %;92,54 %;7,46 %
67182;Hangenbieten;2;44;1 469;0,00 %;73,13 %;26,09 %;0,78 %
67183;Harskirchen;3;44;852;0,00 %;0,00 %;97,89 %;2,11 %
67184;Hatten;3;44;1 954;0,00 %;0,00 %;99,15 %;0,85 %
67185;Hattmatt;3;44;673;0,00 %;0,00 %;99,30 %;0,70 %
67186;Hegeney;3;44;380;0,00 %;0,00 %;57,16 %;42,84 %
67187;Heidolsheim;3;44;469;0,00 %;0,00 %;95,81 %;4,19 %
67188;Heiligenberg;3;44;654;0,00 %;62,68 %;37,32 %;0,00 %
67189;Heiligenstein;2;44;966;0,00 %;92,92 %;5,32 %;1,76 %
67190;Hengwiller;3;44;178;0,00 %;0,00 %;85,59 %;14,41 %
67191;Herbitzheim;3;44;1 912;0,00 %;0,00 %;97,28 %;2,72 %
67192;Herbsheim;3;44;881;0,00 %;0,00 %;99,34 %;0,66 %
67194;Herrlisheim;2;44;4 757;0,00 %;92,01 %;7,60 %;0,39 %
67195;Hessenheim;3;44;582;0,00 %;0,00 %;100,00 %;0,00 %
67196;Hilsenheim;3;44;2 523;0,00 %;0,00 %;99,46 %;0,54 %
67197;Hindisheim;3;44;1 392;0,00 %;0,00 %;99,70 %;0,30 %
67198;Hinsbourg;4;44;125;0,00 %;0,00 %;0,00 %;100,00 %
67199;Hinsingen;4;44;81;0,00 %;0,00 %;0,00 %;100,00 %
67200;Hipsheim;3;44;824;0,00 %;0,00 %;99,98 %;0,02 %
67201;Hirschland;3;44;332;0,00 %;0,00 %;91,02 %;8,98 %
67202;Hochfelden;3;44;3 752;0,00 %;0,00 %;97,12 %;2,88 %
67203;Hochstett;3;44;315;0,00 %;0,00 %;100,00 %;0,00 %
67204;Hoenheim;1;44;10 495;89,33 %;9,88 %;0,70 %;0,09 %
67205;Hoerdt;2;44;4 440;0,00 %;93,82 %;5,20 %;0,98 %
67206;Hoffen;3;44;1 177;0,00 %;0,00 %;99,75 %;0,25 %
67208;Hohengoeft;3;44;523;0,00 %;0,00 %;100,00 %;0,00 %
67209;Hohfrankenheim;3;44;259;0,00 %;0,00 %;100,00 %;0,00 %
67210;Le Hohwald;3;44;501;0,00 %;0,00 %;93,13 %;6,87 %
67212;Holtzheim;2;44;3 015;0,00 %;90,38 %;9,62 %;0,00 %
67213;Hunspach;3;44;680;0,00 %;0,00 %;94,82 %;5,18 %
67214;Hurtigheim;3;44;574;0,00 %;0,00 %;96,09 %;3,91 %
67215;Huttendorf;3;44;465;0,00 %;0,00 %;100,00 %;0,00 %
67216;Huttenheim;2;44;2 524;0,00 %;96,69 %;3,26 %;0,04 %
67217;Ichtratzheim;4;44;294;0,00 %;0,60 %;3,75 %;95,65 %
67218;Illkirch-Graffenstaden;1;44;26 805;96,17 %;3,02 %;0,50 %;0,30 %
67220;Ingenheim;3;44;347;0,00 %;0,00 %;100,00 %;0,00 %
67221;Ingolsheim;4;44;287;0,00 %;0,00 %;0,03 %;99,97 %
67222;Ingwiller;3;44;4 156;0,00 %;0,00 %;99,86 %;0,14 %
67223;Innenheim;3;44;1 115;0,00 %;0,00 %;100,00 %;0,00 %
67225;Issenhausen;3;44;114;0,00 %;0,00 %;98,06 %;1,94 %
67226;Ittenheim;3;44;2 122;0,00 %;0,00 %;99,52 %;0,48 %
67227;Itterswiller;4;44;267;0,00 %;0,00 %;0,00 %;100,00 %
67228;Neugartheim-Ittlenheim;3;44;791;0,00 %;0,00 %;97,92 %;2,08 %
67229;Jetterswiller;4;44;200;0,00 %;0,00 %;0,00 %;100,00 %
67230;Kaltenhouse;2;44;2 279;0,00 %;92,70 %;6,80 %;0,50 %
67231;Kauffenheim;3;44;219;0,00 %;0,00 %;100,00 %;0,00 %
67232;Keffenach;3;44;208;0,00 %;0,00 %;100,00 %;0,00 %
67233;Kertzfeld;3;44;1 352;0,00 %;0,00 %;99,92 %;0,08 %
67234;Keskastel;3;44;1 582;0,00 %;80,46 %;17,00 %;2,54 %
67235;Kesseldorf;3;44;433;0,00 %;0,00 %;97,79 %;2,21 %
67236;Kienheim;3;44;594;0,00 %;0,00 %;85,86 %;14,14 %
67237;Kilstett;2;44;2 357;0,00 %;96,75 %;3,25 %;0,00 %
67238;Kindwiller;3;44;586;0,00 %;74,98 %;24,35 %;0,67 %
67239;Kintzheim;3;44;1 551;0,00 %;90,98 %;8,72 %;0,30 %
67240;Kirchheim;3;44;639;0,00 %;0,00 %;100,00 %;0,00 %
67241;Kirrberg;3;44;178;0,00 %;0,00 %;100,00 %;0,00 %
67242;Kirrwiller;3;44;511;0,00 %;0,00 %;99,87 %;0,13 %
67244;Kleingoeft;3;44;138;0,00 %;0,00 %;100,00 %;0,00 %
67245;Knoersheim;3;44;203;0,00 %;0,00 %;100,00 %;0,00 %
67246;Kogenheim;3;44;1 098;0,00 %;0,00 %;98,88 %;1,12 %
67247;Kolbsheim;2;44;817;0,00 %;99,21 %;0,00 %;0,79 %
67248;Krautergersheim;3;44;1 689;0,00 %;0,00 %;99,99 %;0,01 %
67249;Krautwiller;3;44;186;0,00 %;0,00 %;97,81 %;2,19 %
67250;Kriegsheim;3;44;721;0,00 %;0,00 %;100,00 %;0,00 %
67252;Kurtzenhouse;3;44;999;0,00 %;0,00 %;100,00 %;0,00 %
67253;Kuttolsheim;2;44;663;0,00 %;98,50 %;0,00 %;1,50 %
67254;Kutzenhausen;3;44;906;0,00 %;0,00 %;98,69 %;1,31 %
67255;Lalaye;3;44;439;0,00 %;0,00 %;87,98 %;12,02 %
67256;Lampertheim;2;44;2 950;0,00 %;92,35 %;7,65 %;0,00 %
67257;Lampertsloch;3;44;702;0,00 %;0,00 %;98,11 %;1,89 %
67258;Landersheim;4;44;188;0,00 %;0,00 %;0,00 %;100,00 %
67259;Langensoultzbach;3;44;913;0,00 %;0,00 %;98,46 %;1,54 %
67260;Laubach;3;44;313;0,00 %;0,00 %;93,56 %;6,44 %
67261;Lauterbourg;3;44;2 274;0,00 %;0,00 %;99,09 %;0,91 %
67263;Lembach;3;44;1 695;0,00 %;0,00 %;83,48 %;16,52 %
67264;Leutenheim;3;44;855;0,00 %;0,00 %;94,16 %;5,84 %
67265;Lichtenberg;3;44;567;0,00 %;0,00 %;95,57 %;4,43 %
67266;Limersheim;3;44;651;0,00 %;0,00 %;99,44 %;0,56 %
67267;Lingolsheim;1;44;16 441;87,05 %;12,91 %;0,04 %;0,01 %
67268;Lipsheim;2;44;2 500;0,00 %;90,81 %;9,15 %;0,04 %
67269;Littenheim;3;44;284;0,00 %;0,00 %;100,00 %;0,00 %
67270;Lixhausen;3;44;342;0,00 %;0,00 %;100,00 %;0,00 %
67271;Lobsann;3;44;608;0,00 %;0,00 %;99,83 %;0,17 %
67272;Lochwiller;3;44;434;0,00 %;0,00 %;94,70 %;5,30 %
67273;Lohr;3;44;499;0,00 %;0,00 %;97,44 %;2,56 %
67274;Lorentzen;3;44;206;0,00 %;0,00 %;94,86 %;5,14 %
67275;Lupstein;3;44;817;0,00 %;0,00 %;96,45 %;3,55 %
67276;Lutzelhouse;3;44;1 830;0,00 %;0,00 %;99,71 %;0,29 %
67277;Mackenheim;3;44;727;0,00 %;0,00 %;99,32 %;0,68 %
67278;Mackwiller;3;44;598;0,00 %;0,00 %;100,00 %;0,00 %
67279;Maennolsheim;3;44;241;0,00 %;0,00 %;97,33 %;2,67 %
67280;Maisonsgoutte;3;44;828;0,00 %;0,00 %;98,83 %;1,17 %
67281;Marckolsheim;3;44;4 218;0,00 %;0,00 %;96,83 %;3,17 %
67282;Marlenheim;2;44;3 711;0,00 %;95,11 %;4,37 %;0,52 %
67283;Marmoutier;3;44;2 822;0,00 %;0,00 %;98,74 %;1,26 %
67285;Matzenheim;2;44;1 446;0,00 %;68,46 %;31,33 %;0,21 %
67286;Meistratzheim;3;44;1 411;0,00 %;0,00 %;99,94 %;0,06 %
67287;Melsheim;3;44;584;0,00 %;0,00 %;100,00 %;0,00 %
67288;Memmelshoffen;3;44;322;0,00 %;0,00 %;100,00 %;0,00 %
67289;Menchhoffen;3;44;572;0,00 %;0,00 %;99,64 %;0,36 %
67290;Merkwiller-Pechelbronn;3;44;968;0,00 %;0,00 %;99,08 %;0,92 %
67291;Mertzwiller;3;44;3 488;0,00 %;0,00 %;97,52 %;2,48 %
67292;Mietesheim;3;44;667;0,00 %;0,00 %;98,89 %;1,11 %
67293;Minversheim;3;44;677;0,00 %;0,00 %;100,00 %;0,00 %
67295;Mittelbergheim;2;44;653;0,00 %;94,82 %;5,11 %;0,08 %
67296;Mittelhausbergen;2;44;1 712;0,00 %;78,11 %;21,89 %;0,00 %
67298;Mittelschaeffolsheim;3;44;527;0,00 %;0,00 %;98,74 %;1,26 %
67299;Mollkirch;3;44;962;0,00 %;0,00 %;90,88 %;9,12 %
67300;Molsheim;2;44;9 215;0,00 %;94,64 %;5,17 %;0,19 %
67301;Mommenheim;3;44;1 768;0,00 %;0,00 %;99,76 %;0,24 %
67302;Monswiller;2;44;2 156;0,00 %;93,42 %;5,85 %;0,73 %
67303;Morsbronn-les-Bains;3;44;690;0,00 %;0,00 %;98,72 %;1,28 %
67304;Morschwiller;3;44;564;0,00 %;0,00 %;97,03 %;2,97 %
67305;Mothern;3;44;2 038;0,00 %;0,00 %;99,70 %;0,30 %
67306;Muhlbach-sur-Bruche;3;44;652;0,00 %;0,00 %;92,81 %;7,19 %
67307;Mulhausen;3;44;460;0,00 %;0,00 %;100,00 %;0,00 %
67308;Munchhausen;3;44;746;0,00 %;0,00 %;100,00 %;0,00 %
67309;Mundolsheim;2;44;4 941;0,00 %;100,00 %;0,00 %;0,00 %
67310;Mussig;3;44;1 151;0,00 %;0,00 %;97,64 %;2,36 %
67311;Muttersholtz;3;44;1 922;0,00 %;0,00 %;97,92 %;2,08 %
67312;Mutzenhouse;3;44;412;0,00 %;0,00 %;100,00 %;0,00 %
67313;Mutzig;2;44;5 664;0,00 %;98,83 %;1,13 %;0,04 %
67314;Natzwiller;3;44;596;0,00 %;3,92 %;93,17 %;2,90 %
67315;Neewiller-près-Lauterbourg;3;44;653;0,00 %;0,00 %;100,00 %;0,00 %
67317;Neubois;3;44;659;0,00 %;0,00 %;100,00 %;0,00 %
67319;Neuhaeusel;3;44;359;0,00 %;0,00 %;100,00 %;0,00 %
67320;Neuve-Église;3;44;624;0,00 %;0,00 %;99,82 %;0,18 %
67321;Neuviller-la-Roche;3;44;395;0,00 %;0,00 %;99,35 %;0,65 %
67322;Neuwiller-lès-Saverne;3;44;1 147;0,00 %;0,00 %;94,77 %;5,23 %
67324;Niederbronn-les-Bains;3;44;4 366;0,00 %;0,00 %;98,14 %;1,86 %
67325;Niederhaslach;3;44;1 389;0,00 %;0,00 %;99,30 %;0,70 %
67326;Niederhausbergen;2;44;1 295;0,00 %;91,28 %;8,58 %;0,14 %
67327;Niederlauterbach;3;44;948;0,00 %;0,00 %;98,20 %;1,80 %
67328;Niedermodern;2;44;816;0,00 %;86,80 %;11,72 %;1,48 %
67329;Niedernai;3;44;1 232;0,00 %;77,38 %;22,19 %;0,43 %
67330;Niederroedern;3;44;907;0,00 %;0,00 %;97,74 %;2,26 %
67331;Niederschaeffolsheim;3;44;1 260;0,00 %;0,00 %;99,53 %;0,47 %
67333;Niedersoultzbach;3;44;252;0,00 %;0,00 %;94,27 %;5,73 %
67334;Niedersteinbach;4;44;152;0,00 %;0,00 %;0,00 %;100,00 %
67335;Nordheim;3;44;783;0,00 %;62,24 %;37,76 %;0,00 %
67336;Nordhouse;3;44;1 682;0,00 %;0,00 %;99,82 %;0,18 %
67337;Nothalten;3;44;464;0,00 %;0,00 %;95,87 %;4,13 %
67338;Obenheim;3;44;1 400;0,00 %;0,00 %;98,92 %;1,08 %
67339;Betschdorf;3;44;4 063;0,00 %;0,00 %;91,61 %;8,39 %
67340;Oberbronn;3;44;1 528;0,00 %;0,00 %;96,85 %;3,15 %
67341;Oberdorf-Spachbach;3;44;355;0,00 %;0,00 %;89,01 %;10,99 %
67342;Oberhaslach;3;44;1 780;0,00 %;0,00 %;92,98 %;7,02 %
67343;Oberhausbergen;2;44;4 835;11,05 %;86,34 %;2,39 %;0,22 %
67344;Oberhoffen-lès-Wissembourg;3;44;316;0,00 %;0,00 %;98,88 %;1,12 %
67345;Oberhoffen-sur-Moder;2;44;3 304;0,00 %;97,45 %;2,28 %;0,27 %
67346;Oberlauterbach;3;44;549;0,00 %;0,00 %;97,24 %;2,76 %
67347;Obermodern-Zutzendorf;3;44;1 656;0,00 %;0,00 %;98,93 %;1,07 %
67348;Obernai;2;44;10 731;0,00 %;94,17 %;5,54 %;0,29 %
67349;Oberroedern;3;44;531;0,00 %;0,00 %;100,00 %;0,00 %
67350;Oberschaeffolsheim;2;44;2 139;0,00 %;99,86 %;0,00 %;0,14 %
67351;Seebach;3;44;1 731;0,00 %;0,00 %;89,24 %;10,76 %
67352;Obersoultzbach;3;44;426;0,00 %;0,00 %;99,53 %;0,47 %
67353;Obersteinbach;4;44;236;0,00 %;0,00 %;0,00 %;100,00 %
67354;Odratzheim;3;44;443;0,00 %;0,00 %;100,00 %;0,00 %
67355;Oermingen;3;44;1 231;0,00 %;0,00 %;97,82 %;2,18 %
67356;Offendorf;3;44;2 169;0,00 %;91,21 %;8,01 %;0,78 %
67358;Offwiller;3;44;817;0,00 %;0,00 %;99,66 %;0,34 %
67359;Ohlungen;2;44;1 333;0,00 %;62,87 %;37,13 %;0,00 %
67360;Ohnenheim;3;44;882;0,00 %;0,00 %;99,56 %;0,44 %
67361;Olwisheim;3;44;512;0,00 %;0,00 %;100,00 %;0,00 %
67362;Orschwiller;3;44;609;0,00 %;86,34 %;0,00 %;13,66 %
67363;Osthoffen;3;44;812;0,00 %;0,00 %;99,83 %;0,17 %
67364;Osthouse;3;44;955;0,00 %;86,33 %;11,34 %;2,33 %
67365;Ostwald;1;44;11 310;99,79 %;0,00 %;0,19 %;0,02 %
67366;Ottersthal;2;44;705;0,00 %;74,69 %;25,13 %;0,19 %
67367;Otterswiller;2;44;1 366;0,00 %;92,38 %;7,47 %;0,15 %
67368;Ottrott;3;44;1 634;0,00 %;0,00 %;99,51 %;0,49 %
67369;Ottwiller;3;44;237;0,00 %;0,00 %;98,94 %;1,06 %
67370;Petersbach;3;44;677;0,00 %;0,00 %;99,87 %;0,13 %
67371;La Petite-Pierre;3;44;615;0,00 %;0,00 %;92,23 %;7,77 %
67372;Val de Moder;2;44;5 078;0,00 %;94,81 %;5,07 %;0,12 %
67373;Pfalzweyer;3;44;321;0,00 %;0,00 %;83,44 %;16,56 %
67375;Pfulgriesheim;2;44;1 256;0,00 %;95,66 %;4,34 %;0,00 %
67377;Plaine;3;44;963;0,00 %;0,00 %;97,84 %;2,16 %
67378;Plobsheim;2;44;3 936;0,00 %;99,12 %;0,00 %;0,88 %
67379;Preuschdorf;3;44;962;0,00 %;0,00 %;98,47 %;1,53 %
67380;Printzheim;4;44;221;0,00 %;0,00 %;0,00 %;100,00 %
67381;Puberg;4;44;338;0,00 %;0,00 %;0,00 %;100,00 %
67382;Quatzenheim;3;44;828;0,00 %;0,00 %;99,98 %;0,02 %
67383;Rangen;3;44;190;0,00 %;0,00 %;100,00 %;0,00 %
67384;Ranrupt;4;44;347;0,00 %;0,00 %;0,00 %;100,00 %
67385;Ratzwiller;3;44;252;0,00 %;0,00 %;94,98 %;5,02 %
67386;Rauwiller;4;44;222;0,00 %;0,00 %;0,00 %;100,00 %
67387;Reichsfeld;4;44;304;0,00 %;0,00 %;0,00 %;100,00 %
67388;Reichshoffen;2;44;5 518;0,00 %;78,11 %;20,97 %;0,92 %
67389;Reichstett;2;44;4 397;0,00 %;97,87 %;1,68 %;0,45 %
67391;Reinhardsmunster;3;44;473;0,00 %;0,00 %;97,43 %;2,57 %
67392;Reipertswiller;3;44;934;0,00 %;0,00 %;90,02 %;9,98 %
67394;Retschwiller;3;44;278;0,00 %;0,00 %;98,94 %;1,06 %
67395;Reutenbourg;3;44;386;0,00 %;0,00 %;98,96 %;1,04 %
67396;Rexingen;4;44;196;0,00 %;0,00 %;0,00 %;100,00 %
67397;Rhinau;3;44;2 696;0,00 %;0,00 %;99,51 %;0,49 %
67398;Richtolsheim;3;44;349;0,00 %;0,00 %;100,00 %;0,00 %
67400;Riedseltz;3;44;1 119;0,00 %;0,00 %;98,28 %;1,72 %
67401;Rimsdorf;4;44;292;0,00 %;0,00 %;0,02 %;99,98 %
67402;Ringeldorf;3;44;87;0,00 %;0,01 %;99,99 %;0,00 %
67403;Ringendorf;3;44;434;0,00 %;0,00 %;100,00 %;0,00 %
67404;Rittershoffen;3;44;895;0,00 %;0,00 %;97,24 %;2,76 %
67405;Roeschwoog;3;44;2 162;0,00 %;0,00 %;99,94 %;0,06 %
67406;Rohr;4;44;273;0,00 %;0,00 %;0,00 %;100,00 %
67407;Rohrwiller;3;44;1 675;0,00 %;0,29 %;97,35 %;2,36 %
67408;Romanswiller;3;44;1 356;0,00 %;0,00 %;97,36 %;2,64 %
67409;Roppenheim;3;44;941;0,00 %;0,00 %;100,00 %;0,00 %
67410;Rosenwiller;3;44;674;0,00 %;0,00 %;99,48 %;0,52 %
67411;Rosheim;3;44;4 834;0,00 %;82,71 %;16,07 %;1,22 %
67412;Rossfeld;3;44;848;0,00 %;0,00 %;99,77 %;0,23 %
67413;Rosteig;3;44;584;0,00 %;0,00 %;94,57 %;5,43 %
67414;Rothau;2;44;1 589;0,00 %;96,26 %;2,62 %;1,12 %
67415;Rothbach;3;44;469;0,00 %;0,00 %;98,09 %;1,91 %
67416;Rott;3;44;472;0,00 %;0,00 %;99,91 %;0,09 %
67417;Rottelsheim;3;44;327;0,00 %;0,00 %;100,00 %;0,00 %
67418;Rountzenheim;3;44;1 045;0,00 %;0,00 %;98,68 %;1,32 %
67420;Russ;3;44;1 229;0,00 %;0,00 %;90,86 %;9,14 %
67421;Saales;3;44;850;0,00 %;0,00 %;94,80 %;5,20 %
67422;Saasenheim;3;44;601;0,00 %;0,00 %;100,00 %;0,00 %
67423;Saessolsheim;3;44;516;0,00 %;0,00 %;100,00 %;0,00 %
67424;Saint-Blaise-la-Roche;3;44;225;0,00 %;0,00 %;100,00 %;0,00 %
67425;Saint-Jean-Saverne;3;44;601;0,00 %;62,50 %;37,50 %;0,00 %
67426;Saint-Martin;3;44;348;0,00 %;0,00 %;92,02 %;7,98 %
67427;Saint-Maurice;3;44;366;0,00 %;0,00 %;100,00 %;0,00 %
67428;Saint-Nabor;3;44;476;0,00 %;0,00 %;98,53 %;1,47 %
67429;Saint-Pierre;3;44;587;0,00 %;0,00 %;99,36 %;0,64 %
67430;Saint-Pierre-Bois;3;44;726;0,00 %;0,00 %;98,97 %;1,03 %
67432;Salmbach;3;44;577;0,00 %;0,00 %;100,00 %;0,00 %
67433;Sand;2;44;1 139;0,00 %;95,65 %;4,12 %;0,23 %
67434;Sarre-Union;3;44;3 072;0,00 %;0,00 %;99,00 %;1,00 %
67435;Sarrewerden;3;44;938;0,00 %;0,00 %;97,98 %;2,02 %
67436;Saulxures;3;44;538;0,00 %;0,00 %;92,13 %;7,87 %
67437;Saverne;2;44;12 087;0,00 %;97,94 %;1,51 %;0,55 %
67438;Schaeffersheim;2;44;817;0,00 %;81,57 %;16,05 %;2,38 %
67440;Schaffhouse-près-Seltz;3;44;575;0,00 %;0,00 %;100,00 %;0,00 %
67441;Schalkendorf;3;44;316;0,00 %;0,00 %;100,00 %;0,00 %
67442;Scharrachbergheim-Irmstett;3;44;1 201;0,00 %;0,00 %;97,37 %;2,63 %
67443;Scheibenhard;3;44;822;0,00 %;0,00 %;97,99 %;2,01 %
67444;Scherlenheim;3;44;125;0,00 %;0,00 %;100,00 %;0,00 %
67445;Scherwiller;3;44;3 069;0,00 %;0,00 %;95,36 %;4,64 %
67446;Schillersdorf;3;44;438;0,00 %;0,00 %;99,55 %;0,45 %
67447;Schiltigheim;1;44;30 952;99,60 %;0,32 %;0,07 %;0,02 %
67448;Schirmeck;2;44;2 429;0,00 %;82,67 %;15,83 %;1,50 %
67449;Schirrhein;3;44;2 180;0,00 %;0,00 %;99,76 %;0,24 %
67450;Schirrhoffen;3;44;702;0,00 %;0,00 %;100,00 %;0,00 %
67451;Schleithal;3;44;1 437;0,00 %;0,00 %;97,35 %;2,65 %
67452;Schnersheim;3;44;1 307;0,00 %;0,00 %;99,78 %;0,22 %
67453;Schoenau;3;44;584;0,00 %;0,00 %;97,88 %;2,12 %
67454;Schoenbourg;3;44;442;0,00 %;0,00 %;95,81 %;4,19 %
67455;Schoenenbourg;3;44;670;0,00 %;0,00 %;100,00 %;0,00 %
67456;Schopperten;3;44;401;0,00 %;0,00 %;99,46 %;0,54 %
67458;Schweighouse-sur-Moder;2;44;4 932;0,00 %;99,33 %;0,67 %;0,00 %
67459;Schwenheim;3;44;661;0,00 %;0,00 %;99,42 %;0,58 %
67460;Schwindratzheim;3;44;1 585;0,00 %;0,00 %;98,02 %;1,98 %
67461;Schwobsheim;3;44;305;0,00 %;0,00 %;95,31 %;4,69 %
67462;Sélestat;2;44;19 197;0,00 %;97,09 %;2,31 %;0,60 %
67463;Seltz;3;44;3 220;0,00 %;0,00 %;99,12 %;0,88 %
67464;Sermersheim;3;44;791;0,00 %;0,00 %;96,11 %;3,89 %
67465;Sessenheim;3;44;2 133;0,00 %;0,00 %;100,00 %;0,00 %
67466;Siegen;3;44;514;0,00 %;0,00 %;95,88 %;4,12 %
67467;Siewiller;3;44;417;0,00 %;0,00 %;98,32 %;1,68 %
67468;Siltzheim;3;44;663;0,00 %;0,00 %;94,74 %;5,26 %
67470;Solbach;3;44;109;0,00 %;0,00 %;76,58 %;23,42 %
67471;Souffelweyersheim;2;44;7 425;41,56 %;58,22 %;0,07 %;0,16 %
67472;Soufflenheim;3;44;4 918;0,00 %;0,00 %;98,71 %;1,29 %
67473;Soultz-les-Bains;2;44;928;0,00 %;86,79 %;13,21 %;0,00 %
67474;Soultz-sous-Forêts;3;44;2 939;0,00 %;0,00 %;99,83 %;0,17 %
67475;Sparsbach;4;44;260;0,00 %;0,00 %;0,00 %;100,00 %
67476;Stattmatten;3;44;677;0,00 %;0,00 %;87,67 %;12,33 %
67477;Steige;3;44;589;0,00 %;0,00 %;96,38 %;3,62 %
67478;Steinbourg;3;44;1 979;0,00 %;0,00 %;99,15 %;0,85 %
67479;Steinseltz;3;44;623;0,00 %;0,00 %;100,00 %;0,00 %
67480;Still;3;44;1 711;0,00 %;86,06 %;10,83 %;3,11 %
67481;Stotzheim;3;44;1 080;0,00 %;0,00 %;97,18 %;2,82 %
