Code commune;Libellé des communes;Typo degré de densité;Région;Population municipale 2010;Part population dense (1);Part population intermédiaire (2);Part population peu dense (3);Part population très peu dense (4)
01370;Saint-Laurent-sur-Saône;2;84;1 749;0,00 %;100,00 %;0,00 %;0,00 %
01371;Saint-Marcel;3;84;1 212;0,00 %;0,00 %;96,42 %;3,58 %
01372;Saint-Martin-de-Bavel;3;84;443;0,00 %;0,00 %;98,13 %;1,87 %
01373;Saint-Martin-du-Frêne;3;84;1 077;0,00 %;0,00 %;92,71 %;7,29 %
01374;Saint-Martin-du-Mont;3;84;1 651;0,00 %;0,00 %;83,87 %;16,13 %
01375;Saint-Martin-le-Châtel;3;84;790;0,00 %;0,00 %;88,57 %;11,43 %
01376;Saint-Maurice-de-Beynost;2;84;3 865;0,00 %;95,16 %;4,84 %;0,00 %
01378;Saint-Maurice-de-Gourdans;3;84;2 498;0,00 %;0,00 %;98,44 %;1,56 %
01379;Saint-Maurice-de-Rémens;3;84;709;0,00 %;0,00 %;93,33 %;6,67 %
01380;Saint-Nizier-le-Bouchoux;3;84;703;0,00 %;0,00 %;76,57 %;23,43 %
01381;Saint-Nizier-le-Désert;3;84;880;0,00 %;0,00 %;70,81 %;29,19 %
01382;Sainte-Olive;3;84;303;0,00 %;0,00 %;91,18 %;8,82 %
01383;Saint-Paul-de-Varax;3;84;1 551;0,00 %;0,00 %;91,91 %;8,09 %
01384;Saint-Rambert-en-Bugey;3;84;2 164;0,00 %;0,00 %;87,39 %;12,61 %
01385;Saint-Rémy;3;84;906;0,00 %;0,00 %;95,65 %;4,35 %
01386;Saint-Sorlin-en-Bugey;2;84;1 061;0,00 %;89,37 %;9,79 %;0,84 %
01387;Saint-Sulpice;3;84;142;0,00 %;0,00 %;71,44 %;28,56 %
01388;Saint-Trivier-de-Courtes;3;84;1 013;0,00 %;0,00 %;85,58 %;14,42 %
01389;Saint-Trivier-sur-Moignans;3;84;1 877;0,00 %;0,00 %;84,52 %;15,48 %
01390;Saint-Vulbas;3;84;957;0,00 %;0,00 %;90,16 %;9,84 %
01391;Salavre;3;84;284;0,00 %;0,00 %;87,57 %;12,43 %
01392;Samognat;4;84;718;0,00 %;0,00 %;43,73 %;56,27 %
01393;Sandrans;3;84;524;0,00 %;0,00 %;73,82 %;26,18 %
01396;Sault-Brénaz;3;84;1 043;0,00 %;0,00 %;98,91 %;1,09 %
01397;Sauverny;2;84;1 078;0,00 %;96,14 %;0,00 %;3,86 %
01398;Savigneux;3;84;1 204;0,00 %;0,00 %;96,78 %;3,22 %
01399;Ségny;2;84;1 649;0,00 %;71,86 %;28,14 %;0,00 %
01400;Seillonnaz;4;84;138;0,00 %;0,00 %;36,91 %;63,09 %
01401;Sergy;2;84;1 977;0,00 %;82,92 %;17,08 %;0,00 %
01402;Sermoyer;3;84;669;0,00 %;0,00 %;93,88 %;6,12 %
01403;Serrières-de-Briord;3;84;1 174;0,00 %;0,00 %;99,84 %;0,16 %
01404;Serrières-sur-Ain;4;84;119;0,00 %;0,00 %;0,00 %;100,00 %
01405;Servas;3;84;1 184;0,00 %;0,00 %;93,13 %;6,87 %
01406;Servignat;4;84;160;0,00 %;0,00 %;0,42 %;99,58 %
01407;Seyssel;3;84;942;0,00 %;0,00 %;99,57 %;0,43 %
01408;Simandre-sur-Suran;3;84;650;0,00 %;0,00 %;94,27 %;5,73 %
01410;Sonthonnax-la-Montagne;4;84;320;0,00 %;0,00 %;0,00 %;100,00 %
01411;Souclin;4;84;261;0,00 %;0,00 %;0,00 %;100,00 %
01412;Sulignat;3;84;569;0,00 %;0,00 %;95,79 %;4,21 %
01413;Surjoux;4;84;78;0,00 %;0,00 %;0,00 %;100,00 %
01414;Sutrieu;4;84;235;0,00 %;0,00 %;0,00 %;100,00 %
01415;Talissieu;3;84;425;0,00 %;0,00 %;99,75 %;0,25 %
01416;Tenay;3;84;1 120;0,00 %;0,00 %;94,79 %;5,21 %
01417;Thézillieu;4;84;324;0,00 %;0,00 %;0,00 %;100,00 %
01418;Thil;3;84;1 070;0,00 %;0,00 %;99,49 %;0,51 %
01419;Thoiry;2;84;5 205;0,00 %;87,30 %;10,96 %;1,74 %
01420;Thoissey;3;84;1 540;0,00 %;0,00 %;99,62 %;0,38 %
01421;Torcieu;3;84;698;0,00 %;0,00 %;97,47 %;2,53 %
01422;Tossiat;3;84;1 406;0,00 %;0,00 %;98,70 %;1,30 %
01423;Toussieux;2;84;769;0,00 %;63,98 %;36,02 %;0,00 %
01424;Tramoyes;3;84;1 674;0,00 %;0,00 %;100,00 %;0,00 %
01425;La Tranclière;4;84;301;0,00 %;0,00 %;0,00 %;100,00 %
01426;Val-Revermont;3;84;2 428;0,00 %;0,00 %;83,12 %;16,88 %
01427;Trévoux;2;84;6 730;0,00 %;97,51 %;2,48 %;0,01 %
01428;Valeins;4;84;88;0,00 %;0,00 %;0,00 %;100,00 %
01429;Vandeins;3;84;619;0,00 %;0,00 %;94,28 %;5,72 %
01430;Varambon;3;84;521;0,00 %;0,00 %;95,11 %;4,89 %
01431;Vaux-en-Bugey;3;84;1 169;0,00 %;63,53 %;35,72 %;0,75 %
01432;Verjon;3;84;250;0,00 %;0,00 %;91,19 %;8,81 %
01433;Vernoux;3;84;285;0,00 %;0,00 %;68,34 %;31,66 %
01434;Versailleux;4;84;332;0,00 %;0,00 %;0,00 %;100,00 %
01435;Versonnex;2;84;2 144;0,00 %;80,53 %;18,78 %;0,69 %
01436;Vesancy;3;84;526;0,00 %;92,61 %;6,59 %;0,80 %
01437;Vescours;4;84;208;0,00 %;0,00 %;0,67 %;99,33 %
01439;Vésines;3;84;91;0,00 %;0,01 %;88,64 %;11,35 %
01441;Vieu-d'Izenave;3;84;693;0,00 %;0,00 %;98,36 %;1,64 %
01442;Vieu;3;84;380;0,00 %;0,00 %;95,40 %;4,60 %
01443;Villars-les-Dombes;3;84;4 399;0,00 %;0,00 %;96,88 %;3,12 %
01444;Villebois;3;84;1 153;0,00 %;0,00 %;97,70 %;2,30 %
01445;Villemotier;3;84;632;0,00 %;0,00 %;92,96 %;7,04 %
01446;Villeneuve;3;84;1 383;0,00 %;0,00 %;82,11 %;17,89 %
01447;Villereversure;3;84;1 208;0,00 %;0,00 %;97,91 %;2,09 %
01448;Villes;3;84;385;0,00 %;0,00 %;97,71 %;2,29 %
01449;Villette-sur-Ain;3;84;673;0,00 %;0,00 %;69,15 %;30,85 %
01450;Villieu-Loyes-Mollon;2;84;3 095;0,00 %;71,84 %;26,88 %;1,28 %
01451;Viriat;3;84;6 006;0,00 %;13,62 %;84,45 %;1,93 %
01452;Virieu-le-Grand;3;84;1 156;0,00 %;0,00 %;99,83 %;0,17 %
01453;Virieu-le-Petit;3;84;309;0,00 %;0,00 %;93,46 %;6,54 %
01454;Virignin;3;84;855;0,00 %;0,00 %;100,00 %;0,00 %
01456;Vongnes;3;84;74;0,00 %;0,00 %;100,00 %;0,00 %
01457;Vonnas;3;84;2 790;0,00 %;0,00 %;97,07 %;2,93 %
02001;Abbécourt;2;32;528;0,00 %;71,69 %;24,79 %;3,52 %
02002;Achery;3;32;587;0,00 %;0,00 %;97,22 %;2,78 %
02003;Acy;3;32;959;0,00 %;0,00 %;96,86 %;3,14 %
02004;Agnicourt-et-Séchelles;4;32;207;0,00 %;0,00 %;0,00 %;100,00 %
02005;Aguilcourt;3;32;349;0,00 %;0,00 %;84,88 %;15,12 %
02006;Aisonville-et-Bernoville;3;32;288;0,00 %;0,00 %;98,56 %;1,44 %
02007;Aizelles;4;32;112;0,00 %;0,00 %;0,00 %;100,00 %
02008;Aizy-Jouy;4;32;287;0,00 %;0,00 %;0,00 %;100,00 %
02009;Alaincourt;3;32;503;0,00 %;0,00 %;100,00 %;0,00 %
02010;Allemant;4;32;180;0,00 %;0,00 %;0,00 %;100,00 %
02011;Ambleny;3;32;1 134;0,00 %;0,00 %;98,78 %;1,22 %
02012;Ambrief;4;32;63;0,00 %;0,00 %;0,00 %;100,00 %
02013;Amifontaine;3;32;418;0,00 %;0,00 %;92,34 %;7,66 %
02014;Amigny-Rouy;3;32;731;0,00 %;0,00 %;99,26 %;0,74 %
02015;Ancienville;4;32;73;0,00 %;0,00 %;0,00 %;100,00 %
02016;Andelain;3;32;186;0,00 %;0,00 %;99,08 %;0,92 %
02017;Anguilcourt-le-Sart;4;32;292;0,00 %;0,00 %;0,00 %;100,00 %
02018;Anizy-le-Château;3;32;1 895;0,00 %;0,00 %;98,43 %;1,57 %
02019;Annois;3;32;383;0,00 %;0,00 %;99,51 %;0,49 %
02020;Any-Martin-Rieux;3;32;476;0,00 %;0,00 %;68,08 %;31,92 %
02021;Archon;4;32;87;0,00 %;0,00 %;0,00 %;100,00 %
02022;Arcy-Sainte-Restitue;4;32;427;0,00 %;0,00 %;0,00 %;100,00 %
02023;Armentières-sur-Ourcq;4;32;98;0,00 %;0,00 %;0,00 %;100,00 %
02024;Arrancy;4;32;50;0,00 %;0,00 %;0,00 %;100,00 %
02025;Artemps;3;32;359;0,00 %;0,00 %;95,93 %;4,07 %
02027;Assis-sur-Serre;4;32;275;0,00 %;0,00 %;0,00 %;100,00 %
02028;Athies-sous-Laon;3;32;2 515;0,00 %;0,00 %;99,24 %;0,76 %
02029;Attilly;3;32;384;0,00 %;0,00 %;87,04 %;12,96 %
02030;Aubencheul-aux-Bois;4;32;310;0,00 %;0,00 %;0,00 %;100,00 %
02031;Aubenton;3;32;713;0,00 %;0,00 %;72,96 %;27,04 %
02032;Aubigny-aux-Kaisnes;3;32;242;0,00 %;0,00 %;100,00 %;0,00 %
02033;Aubigny-en-Laonnois;4;32;116;0,00 %;0,00 %;0,00 %;100,00 %
02034;Audignicourt;4;32;102;0,00 %;0,00 %;0,00 %;100,00 %
02035;Audigny;4;32;265;0,00 %;0,00 %;0,00 %;100,00 %
02036;Augy;3;32;90;0,00 %;0,00 %;100,00 %;0,00 %
02037;Aulnois-sous-Laon;3;32;1 292;0,00 %;0,00 %;96,45 %;3,55 %
02038;Les Autels;4;32;74;0,00 %;0,00 %;0,00 %;100,00 %
02039;Autremencourt;4;32;185;0,00 %;0,00 %;0,00 %;100,00 %
02040;Autreppes;4;32;187;0,00 %;0,00 %;0,00 %;100,00 %
02041;Autreville;3;32;822;0,00 %;0,00 %;100,00 %;0,00 %
02042;Azy-sur-Marne;3;32;387;0,00 %;0,00 %;99,50 %;0,50 %
02043;Bagneux;4;32;73;0,00 %;0,00 %;0,00 %;100,00 %
02044;Bancigny;4;32;28;0,00 %;0,00 %;0,00 %;100,00 %
02046;Barenton-Bugny;3;32;589;0,00 %;0,00 %;96,80 %;3,20 %
02047;Barenton-Cel;4;32;136;0,00 %;0,00 %;5,86 %;94,14 %
02048;Barenton-sur-Serre;4;32;115;0,00 %;0,00 %;0,00 %;100,00 %
02049;Barisis-aux-Bois;3;32;723;0,00 %;0,00 %;90,83 %;9,17 %
02050;Barzy-en-Thiérache;3;32;306;0,00 %;0,00 %;81,26 %;18,74 %
02051;Barzy-sur-Marne;3;32;386;0,00 %;0,00 %;92,85 %;7,15 %
02052;Bassoles-Aulers;4;32;132;0,00 %;0,00 %;0,00 %;100,00 %
02053;Vallées en Champagne;4;32;578;0,00 %;0,00 %;0,00 %;100,00 %
02054;Bazoches-sur-Vesles;3;32;457;0,00 %;0,00 %;96,16 %;3,84 %
02055;Beaumé;4;32;97;0,00 %;0,00 %;0,00 %;100,00 %
02056;Beaumont-en-Beine;4;32;161;0,00 %;0,00 %;0,00 %;100,00 %
02057;Beaurevoir;3;32;1 512;0,00 %;0,00 %;91,18 %;8,82 %
02058;Beaurieux;3;32;793;0,00 %;0,00 %;97,18 %;2,82 %
02059;Beautor;2;32;2 642;0,00 %;98,41 %;1,13 %;0,46 %
02060;Beauvois-en-Vermandois;4;32;278;0,00 %;0,00 %;0,00 %;100,00 %
02061;Becquigny;3;32;284;0,00 %;0,00 %;98,33 %;1,67 %
02062;Belleau;4;32;135;0,00 %;0,00 %;0,00 %;100,00 %
02063;Bellenglise;3;32;386;0,00 %;0,00 %;99,52 %;0,48 %
02064;Belleu;2;32;3 881;0,00 %;87,82 %;11,73 %;0,46 %
02065;Bellicourt;3;32;636;0,00 %;0,00 %;95,41 %;4,59 %
02066;Benay;4;32;213;0,00 %;0,00 %;0,00 %;100,00 %
02067;Bergues-sur-Sambre;4;32;220;0,00 %;0,00 %;0,00 %;100,00 %
02068;Berlancourt;4;32;104;0,00 %;0,00 %;0,00 %;100,00 %
02069;Berlise;4;32;126;0,00 %;0,00 %;0,00 %;100,00 %
02070;Bernot;3;32;459;0,00 %;0,00 %;98,28 %;1,72 %
02071;Berny-Rivière;3;32;613;0,00 %;0,00 %;98,74 %;1,26 %
02072;Berrieux;4;32;177;0,00 %;0,00 %;0,00 %;100,00 %
02073;Berry-au-Bac;3;32;575;0,00 %;0,00 %;94,64 %;5,36 %
02074;Bertaucourt-Epourdon;3;32;610;0,00 %;0,00 %;92,09 %;7,91 %
02075;Berthenicourt;3;32;214;0,00 %;0,00 %;100,00 %;0,00 %
02076;Bertricourt;4;32;156;0,00 %;0,00 %;0,00 %;100,00 %
02077;Berzy-le-Sec;3;32;396;0,00 %;0,00 %;84,00 %;16,00 %
02078;Besmé;4;32;164;0,00 %;0,00 %;0,61 %;99,39 %
02079;Besmont;4;32;153;0,00 %;0,00 %;0,00 %;100,00 %
02080;Besny-et-Loizy;4;32;372;0,00 %;0,00 %;0,00 %;100,00 %
02081;Béthancourt-en-Vaux;3;32;420;0,00 %;0,00 %;99,76 %;0,24 %
02082;Beugneux;4;32;122;0,00 %;0,00 %;0,00 %;100,00 %
02083;Beuvardes;3;32;721;0,00 %;0,00 %;94,68 %;5,32 %
02084;Bézu-le-Guéry;4;32;259;0,00 %;0,00 %;11,09 %;88,91 %
02085;Bézu-Saint-Germain;3;32;959;0,00 %;0,00 %;96,47 %;3,53 %
02086;Bichancourt;3;32;1 041;0,00 %;0,00 %;87,49 %;12,51 %
02087;Bieuxy;4;32;30;0,00 %;0,00 %;0,00 %;100,00 %
02088;Bièvres;4;32;73;0,00 %;0,00 %;0,00 %;100,00 %
02089;Billy-sur-Aisne;3;32;1 081;0,00 %;2,28 %;92,68 %;5,04 %
02090;Billy-sur-Ourcq;4;32;215;0,00 %;0,00 %;0,00 %;100,00 %
02091;Blanzy-lès-Fismes;4;32;91;0,00 %;0,00 %;0,00 %;100,00 %
02093;Blérancourt;3;32;1 262;0,00 %;0,00 %;95,23 %;4,77 %
02094;Blesmes;3;32;371;0,00 %;87,10 %;8,66 %;4,23 %
02095;Bohain-en-Vermandois;2;32;5 976;0,00 %;96,98 %;1,21 %;1,81 %
02096;Bois-lès-Pargny;4;32;183;0,00 %;0,00 %;0,00 %;100,00 %
02097;Boncourt;4;32;250;0,00 %;0,00 %;0,00 %;100,00 %
02098;Bonneil;3;32;402;0,00 %;0,00 %;99,28 %;0,72 %
02099;Bonnesvalyn;4;32;242;0,00 %;0,00 %;0,00 %;100,00 %
02100;Bony;4;32;135;0,00 %;0,00 %;2,92 %;97,08 %
02101;Bosmont-sur-Serre;3;32;206;0,00 %;0,00 %;90,74 %;9,26 %
02102;Bouconville-Vauclair;4;32;181;0,00 %;0,00 %;0,00 %;100,00 %
02103;Boué;3;32;1 265;0,00 %;0,00 %;94,87 %;5,13 %
02104;Bouffignereux;4;32;103;0,00 %;0,00 %;0,00 %;100,00 %
02105;Bouresches;4;32;203;0,00 %;0,00 %;0,00 %;100,00 %
02106;Bourg-et-Comin;3;32;754;0,00 %;0,00 %;100,00 %;0,00 %
02107;Bourguignon-sous-Coucy;4;32;91;0,00 %;0,00 %;0,00 %;100,00 %
02108;Bourguignon-sous-Montbavin;3;32;133;0,00 %;0,00 %;100,00 %;0,00 %
02109;La Bouteille;3;32;502;0,00 %;0,00 %;68,48 %;31,52 %
02110;Braine;3;32;2 162;0,00 %;0,00 %;98,44 %;1,56 %
02111;Brancourt-en-Laonnois;3;32;677;0,00 %;0,00 %;100,00 %;0,00 %
02112;Brancourt-le-Grand;3;32;619;0,00 %;0,00 %;93,75 %;6,25 %
02114;Brasles;2;32;1 318;0,00 %;71,87 %;26,44 %;1,70 %
02115;Braye-en-Laonnois;4;32;223;0,00 %;0,00 %;0,00 %;100,00 %
02116;Braye-en-Thiérache;4;32;139;0,00 %;0,00 %;0,00 %;100,00 %
02117;Bray-Saint-Christophe;3;32;80;0,00 %;0,00 %;99,98 %;0,02 %
02118;Braye;3;32;120;0,00 %;0,00 %;100,00 %;0,00 %
02119;Brécy;3;32;352;0,00 %;0,00 %;93,89 %;6,11 %
02120;Brenelle;4;32;199;0,00 %;0,00 %;0,00 %;100,00 %
02121;Breny;4;32;268;0,00 %;0,00 %;0,00 %;100,00 %
02122;Brie;4;32;59;0,00 %;0,00 %;0,02 %;99,98 %
02123;Brissay-Choigny;3;32;317;0,00 %;0,00 %;98,68 %;1,32 %
02124;Brissy-Hamégicourt;3;32;639;0,00 %;0,00 %;98,70 %;1,30 %
02125;Brumetz;4;32;222;0,00 %;0,00 %;0,00 %;100,00 %
02126;Brunehamel;3;32;538;0,00 %;0,00 %;97,36 %;2,64 %
02127;Bruyères-sur-Fère;4;32;206;0,00 %;0,00 %;0,00 %;100,00 %
02128;Bruyères-et-Montbérault;3;32;1 576;0,00 %;0,00 %;96,70 %;3,30 %
02129;Bruys;4;32;19;0,00 %;0,00 %;0,00 %;100,00 %
02130;Bucilly;4;32;195;0,00 %;0,00 %;1,56 %;98,44 %
02131;Bucy-le-Long;3;32;1 955;0,00 %;0,02 %;98,82 %;1,16 %
02132;Bucy-lès-Cerny;4;32;185;0,00 %;0,00 %;0,00 %;100,00 %
02133;Bucy-lès-Pierrepont;3;32;416;0,00 %;0,00 %;98,21 %;1,79 %
02134;Buire;2;32;884;0,00 %;57,35 %;39,50 %;3,16 %
02135;Buironfosse;3;32;1 189;0,00 %;0,00 %;73,55 %;26,45 %
02136;Burelles;4;32;138;0,00 %;0,00 %;0,00 %;100,00 %
02137;Bussiares;4;32;122;0,00 %;0,00 %;0,00 %;100,00 %
02138;Buzancy;4;32;186;0,00 %;0,00 %;0,00 %;100,00 %
02139;Caillouël-Crépigny;3;32;420;0,00 %;0,00 %;95,98 %;4,02 %
02140;Camelin;3;32;442;0,00 %;0,00 %;92,01 %;7,99 %
02141;La Capelle;3;32;1 853;0,00 %;0,00 %;96,11 %;3,89 %
02142;Castres;3;32;231;0,00 %;0,00 %;90,91 %;9,09 %
02143;Le Catelet;3;32;194;0,00 %;0,00 %;97,18 %;2,82 %
02144;Caulaincourt;4;32;136;0,00 %;0,00 %;0,00 %;100,00 %
02145;Caumont;3;32;562;0,00 %;0,00 %;99,66 %;0,34 %
02146;Celles-lès-Condé;3;32;74;0,00 %;0,00 %;80,80 %;19,20 %
02148;Celles-sur-Aisne;3;32;256;0,00 %;0,00 %;94,51 %;5,49 %
02149;Cerizy;4;32;58;0,00 %;0,00 %;0,00 %;100,00 %
02150;Cerny-en-Laonnois;4;32;71;0,00 %;0,00 %;0,00 %;100,00 %
02151;Cerny-lès-Bucy;4;32;116;0,00 %;0,00 %;0,00 %;100,00 %
02152;Cerseuil;4;32;91;0,00 %;0,00 %;0,00 %;100,00 %
02153;Cessières;3;32;470;0,00 %;0,00 %;98,03 %;1,97 %
02154;Chacrise;4;32;312;0,00 %;0,00 %;0,00 %;100,00 %
02155;Chaillevois;3;32;188;0,00 %;0,00 %;100,00 %;0,00 %
02156;Chalandry;4;32;217;0,00 %;0,00 %;0,00 %;100,00 %
02157;Chambry;3;32;718;0,00 %;70,56 %;25,97 %;3,47 %
02158;Chamouille;4;32;260;0,00 %;0,00 %;0,00 %;100,00 %
02159;Champs;4;32;293;0,00 %;0,00 %;28,67 %;71,33 %
02160;Chaourse;3;32;535;0,00 %;0,00 %;95,49 %;4,51 %
02162;La Chapelle-sur-Chézy;4;32;281;0,00 %;0,00 %;0,00 %;100,00 %
02163;Charly-sur-Marne;3;32;2 739;0,00 %;83,39 %;13,68 %;2,93 %
02164;Le Charmel;3;32;322;0,00 %;0,00 %;99,40 %;0,60 %
02165;Charmes;2;32;1 659;0,00 %;87,08 %;11,85 %;1,06 %
02166;Chartèves;3;32;368;0,00 %;0,00 %;98,09 %;1,91 %
02167;Chassemy;3;32;803;0,00 %;0,00 %;97,49 %;2,51 %
02168;Château-Thierry;2;32;14 480;0,00 %;96,63 %;2,97 %;0,40 %
02169;Châtillon-lès-Sons;3;32;81;0,00 %;0,00 %;91,67 %;8,33 %
02170;Châtillon-sur-Oise;3;32;129;0,00 %;0,00 %;100,00 %;0,00 %
02171;Chaudardes;4;32;88;0,00 %;0,00 %;0,00 %;100,00 %
02172;Chaudun;4;32;261;0,00 %;0,00 %;0,00 %;100,00 %
02173;Chauny;2;32;11 983;0,00 %;97,44 %;2,25 %;0,31 %
02174;Chavignon;3;32;762;0,00 %;0,00 %;96,49 %;3,51 %
02175;Chavigny;4;32;153;0,00 %;0,00 %;0,00 %;100,00 %
02176;Chavonne;3;32;193;0,00 %;0,00 %;96,11 %;3,89 %
02177;Chérêt;3;32;125;0,00 %;0,00 %;99,99 %;0,01 %
02178;Chermizy-Ailles;4;32;96;0,00 %;0,00 %;0,00 %;100,00 %
02179;Chéry-Chartreuve;4;32;341;0,00 %;0,00 %;0,00 %;100,00 %
02180;Chéry-lès-Pouilly;3;32;673;0,00 %;0,00 %;97,91 %;2,09 %
02181;Chéry-lès-Rozoy;4;32;105;0,00 %;0,00 %;0,00 %;100,00 %
02182;Chevennes;3;32;142;0,00 %;0,00 %;88,24 %;11,76 %
02183;Chevregny;3;32;192;0,00 %;0,00 %;100,00 %;0,00 %
02184;Chevresis-Monceau;3;32;356;0,00 %;0,00 %;92,02 %;7,98 %
02185;Chézy-en-Orxois;3;32;360;0,00 %;0,00 %;96,37 %;3,63 %
02186;Chézy-sur-Marne;3;32;1 327;0,00 %;0,00 %;91,89 %;8,11 %
02187;Chierry;2;32;1 055;0,00 %;99,63 %;0,00 %;0,37 %
02188;Chigny;4;32;155;0,00 %;0,00 %;0,00 %;100,00 %
02189;Chivres-en-Laonnois;3;32;367;0,00 %;0,00 %;99,45 %;0,55 %
02190;Chivres-Val;3;32;585;0,00 %;0,00 %;98,50 %;1,50 %
02191;Chivy-lès-Étouvelles;3;32;503;0,00 %;0,00 %;97,08 %;2,92 %
02192;Chouy;4;32;395;0,00 %;0,00 %;0,13 %;99,87 %
02193;Cierges;4;32;74;0,00 %;0,00 %;0,00 %;100,00 %
02194;Cilly;3;32;222;0,00 %;0,00 %;97,87 %;2,13 %
02195;Ciry-Salsogne;3;32;842;0,00 %;0,00 %;98,38 %;1,62 %
02196;Clacy-et-Thierret;3;32;346;0,00 %;0,00 %;90,58 %;9,42 %
02197;Clairfontaine;3;32;569;0,00 %;0,00 %;54,66 %;45,34 %
02198;Clamecy;3;32;223;0,00 %;0,00 %;100,00 %;0,00 %
02199;Clastres;3;32;611;0,00 %;0,00 %;99,49 %;0,51 %
02200;Clermont-les-Fermes;4;32;120;0,00 %;0,00 %;0,00 %;100,00 %
02201;Coeuvres-et-Valsery;3;32;462;0,00 %;0,00 %;88,48 %;11,52 %
02203;Coincy;3;32;1 310;0,00 %;0,00 %;98,87 %;1,13 %
02204;Coingt;4;32;77;0,00 %;0,00 %;0,00 %;100,00 %
02205;Colligis-Crandelain;4;32;181;0,00 %;0,00 %;0,00 %;100,00 %
02206;Colonfay;4;32;71;0,00 %;0,00 %;0,00 %;100,00 %
02207;Commenchon;3;32;191;0,00 %;0,00 %;99,95 %;0,05 %
02208;Concevreux;4;32;259;0,00 %;0,00 %;0,44 %;99,56 %
02209;Condé-en-Brie;3;32;656;0,00 %;0,00 %;99,94 %;0,06 %
02210;Condé-sur-Aisne;3;32;417;0,00 %;0,00 %;97,85 %;2,15 %
02211;Condé-sur-Suippe;4;32;229;0,00 %;0,00 %;0,00 %;100,00 %
02212;Condren;3;32;707;0,00 %;58,52 %;38,63 %;2,85 %
02213;Connigis;3;32;325;0,00 %;0,00 %;92,65 %;7,35 %
02214;Contescourt;4;32;66;0,00 %;0,00 %;0,00 %;100,00 %
02215;Corbeny;3;32;745;0,00 %;0,00 %;98,33 %;1,67 %
02216;Corcy;3;32;310;0,00 %;0,00 %;94,24 %;5,76 %
02217;Coucy-le-Château-Auffrique;3;32;1 076;0,00 %;0,00 %;99,31 %;0,69 %
02218;Coucy-lès-Eppes;3;32;576;0,00 %;0,00 %;96,26 %;3,74 %
02219;Coucy-la-Ville;3;32;213;0,00 %;0,00 %;86,81 %;13,19 %
02220;Coulonges-Cohan;4;32;428;0,00 %;0,00 %;0,00 %;100,00 %
02221;Coupru;3;32;186;0,00 %;0,00 %;98,01 %;1,99 %
02222;Courbes;4;32;34;0,00 %;0,00 %;0,00 %;100,00 %
02223;Courboin;4;32;296;0,00 %;0,00 %;0,00 %;100,00 %
02224;Courcelles-sur-Vesle;3;32;345;0,00 %;0,00 %;93,35 %;6,65 %
02225;Courchamps;4;32;89;0,00 %;0,00 %;0,00 %;100,00 %
02226;Courmelles;2;32;1 700;0,00 %;73,20 %;26,62 %;0,18 %
02227;Courmont;4;32;110;0,00 %;0,00 %;0,00 %;100,00 %
02228;Courtemont-Varennes;3;32;298;0,00 %;0,00 %;97,75 %;2,25 %
02229;Courtrizy-et-Fussigny;4;32;67;0,00 %;0,00 %;0,00 %;100,00 %
02230;Couvrelles;4;32;189;0,00 %;0,00 %;0,00 %;100,00 %
02231;Couvron-et-Aumencourt;3;32;1 325;0,00 %;0,00 %;94,73 %;5,27 %
02232;Coyolles;3;32;388;0,00 %;0,00 %;93,82 %;6,18 %
02233;Cramaille;4;32;130;0,00 %;0,00 %;0,00 %;100,00 %
02234;Craonne;4;32;76;0,00 %;0,00 %;0,00 %;100,00 %
02235;Craonnelle;4;32;111;0,00 %;0,00 %;0,00 %;100,00 %
02236;Crécy-au-Mont;4;32;289;0,00 %;0,00 %;0,00 %;100,00 %
02237;Crécy-sur-Serre;3;32;1 454;0,00 %;0,00 %;98,94 %;1,06 %
02238;Crépy;3;32;1 896;0,00 %;0,00 %;97,59 %;2,41 %
02239;Crézancy;3;32;1 110;0,00 %;0,00 %;100,00 %;0,00 %
02240;Croix-Fonsomme;4;32;227;0,00 %;0,00 %;0,00 %;100,00 %
02241;La Croix-sur-Ourcq;4;32;124;0,00 %;0,00 %;0,00 %;100,00 %
02242;Crouttes-sur-Marne;3;32;645;0,00 %;0,00 %;95,90 %;4,10 %
02243;Crouy;2;32;2 716;0,00 %;81,11 %;18,41 %;0,48 %
02244;Crupilly;4;32;66;0,00 %;0,00 %;0,00 %;100,00 %
02245;Cuffies;2;32;1 686;0,00 %;93,64 %;5,35 %;1,02 %
02246;Cugny;3;32;576;0,00 %;0,00 %;100,00 %;0,00 %
02248;Cuirieux;4;32;161;0,00 %;0,00 %;0,00 %;100,00 %
02249;Cuiry-Housse;4;32;107;0,00 %;0,00 %;0,00 %;100,00 %
02250;Cuiry-lès-Chaudardes;4;32;84;0,00 %;0,00 %;0,00 %;100,00 %
02251;Cuiry-lès-Iviers;4;32;37;0,00 %;0,00 %;0,00 %;100,00 %
02252;Cuissy-et-Geny;4;32;66;0,00 %;0,00 %;0,40 %;99,60 %
02253;Cuisy-en-Almont;4;32;317;0,00 %;0,00 %;0,00 %;100,00 %
02254;Cutry;3;32;115;0,00 %;0,00 %;100,00 %;0,00 %
02255;Cys-la-Commune;3;32;152;0,00 %;0,00 %;100,00 %;0,00 %
02256;Dagny-Lambercy;4;32;132;0,00 %;0,00 %;0,00 %;100,00 %
02257;Dallon;3;32;377;0,00 %;0,00 %;76,71 %;23,29 %
02258;Dammard;3;32;416;0,00 %;0,00 %;79,83 %;20,17 %
